a_first,a_second,b_first,b_second,c_first,c_second
01:01,02:01,07:02,57:01,06:02,07:02
01:01,68:01,unmapped,unmapped,07:01,07:01
23:01,24:02,40:01,44:03,03:04,04:01
02:01,29:02,08:01,44:03,07:01,16:01
unmapped,unmapped,40:01,40:01,unmapped,unmapped
02:01,68:01,40:01,44:02,03:04,05:01
02:01,23:01,unmapped,unmapped,04:01,07:02
01:01,24:02,07:02,08:01,07:01,07:02
unmapped,unmapped,18:01,44:03,unmapped,unmapped
03:01,23:01,44:03,47:01,04:01,06:02
02:01,02:01,44:02,56:01,05:01,08:02
01:01,30:01,39:01,57:01,06:02,12:03
02:01,32:01,39:01,44:02,05:01,07:02
01:01,66:01,37:01,41:02,06:02,17:01
23:01,74:01,37:01,40:01,03:04,06:02
02:01,03:01,39:01,40:01,03:04,12:03
02:01,32:01,unmapped,unmapped,05:01,07:01
01:01,02:05,08:01,49:01,07:01,07:01
01:01,31:01,35:01,40:08,02:02,04:01
02:01,03:01,40:01,44:02,05:01,07:02
unmapped,unmapped,07:02,50:01,06:02,07:02
01:01,03:01,07:02,15:01,03:03,07:02
24:02,68:01,51:01,51:01,15:02,15:02
24:02,32:01,unmapped,unmapped,03:04,08:02
02:01,03:01,18:01,27:05,01:02,07:01
03:01,31:01,unmapped,unmapped,03:04,04:01
02:01,02:01,35:03,51:01,04:01,15:02
03:01,23:01,07:02,50:01,05:01,07:02
01:01,02:01,07:02,44:02,05:01,07:02
01:01,02:02,08:01,45:01,06:02,07:01
03:01,24:02,44:02,51:01,05:01,15:02
01:01,25:01,08:01,40:01,03:04,07:01
02:01,02:02,44:02,58:01,05:01,07:01
26:01,68:01,unmapped,unmapped,02:02,03:03
02:01,03:01,35:01,44:03,04:01,16:01
02:01,11:01,44:02,55:01,03:03,05:01
02:01,02:01,07:02,51:01,07:02,15:02
unmapped,unmapped,40:02,41:01,02:02,17:01
01:01,24:02,08:01,18:01,07:01,12:03
33:03,68:01,14:01,50:01,06:02,08:02
unmapped,unmapped,35:01,44:02,04:01,08:02
02:01,03:01,07:02,15:12,03:04,07:02
01:01,02:01,08:01,15:01,03:04,07:01
02:01,29:02,07:02,50:01,06:02,07:02
02:01,03:01,07:02,07:02,07:01,07:01
01:01,11:01,07:02,37:01,06:02,07:02
02:01,24:02,27:05,44:03,01:02,16:01
32:01,32:01,35:01,35:01,01:02,04:01
01:01,03:01,07:02,42:01,07:01,07:02
unmapped,unmapped,40:01,51:01,03:04,15:02
23:01,24:02,44:03,51:01,04:01,04:01
23:01,30:01,15:10,44:03,03:04,04:01
unmapped,unmapped,35:01,38:01,04:01,12:03
02:01,24:02,35:01,51:02,01:02,04:01
01:01,03:01,07:02,08:01,07:01,07:02
02:01,11:01,27:05,55:01,03:03,03:04
unmapped,unmapped,35:01,40:01,03:04,04:01
24:02,68:02,51:02,53:01,unmapped,unmapped
01:01,02:01,08:01,44:02,05:01,07:01
02:01,03:01,07:02,45:01,05:01,07:02
25:01,29:02,15:01,50:01,01:02,06:02
03:01,11:01,07:02,35:01,04:01,07:02
01:01,02:01,08:01,40:01,03:04,07:01
01:01,11:01,08:01,51:01,01:02,07:01
01:01,25:01,08:01,39:01,07:01,12:03
24:02,32:01,08:01,40:08,02:02,07:01
unmapped,unmapped,13:02,39:01,unmapped,unmapped
unmapped,unmapped,unmapped,unmapped,04:01,14:02
29:02,30:01,unmapped,unmapped,06:02,08:02
01:01,02:01,07:02,15:12,03:04,07:02
24:02,33:03,07:02,08:01,07:02,16:01
03:01,32:01,14:01,44:02,05:01,08:02
01:01,02:01,07:02,08:01,07:01,07:02
03:01,03:01,15:10,35:01,04:01,07:04
02:01,03:01,07:02,44:02,05:01,07:02
02:01,02:05,08:01,50:01,06:02,07:01
01:01,03:01,14:02,27:05,02:02,08:02
02:01,11:01,35:01,44:02,04:01,05:01
02:01,02:01,07:05,57:01,06:02,15:05
unmapped,unmapped,07:02,27:05,unmapped,unmapped
unmapped,unmapped,44:02,44:03,unmapped,unmapped
unmapped,unmapped,44:02,55:01,unmapped,unmapped
02:01,11:01,unmapped,unmapped,unmapped,unmapped
03:01,31:01,15:01,27:05,02:02,03:03
01:01,24:02,unmapped,unmapped,05:01,05:01
03:01,24:02,07:02,35:01,04:01,07:02
02:01,33:03,40:01,40:01,03:04,03:04
02:01,32:01,40:01,51:01,03:04,07:01
02:01,11:01,13:02,35:01,04:01,06:02
02:01,26:01,14:01,27:05,02:02,08:02
02:01,25:01,08:01,18:01,07:01,12:03
02:01,25:01,18:01,58:01,07:01,12:03
24:02,24:02,35:03,44:02,05:01,14:02
24:02,30:01,07:05,55:01,03:03,15:05
01:01,11:01,08:01,51:01,04:01,07:01
01:01,02:01,37:01,40:01,03:04,06:02
02:01,02:01,37:01,55:01,03:03,06:02
02:01,24:02,08:01,51:01,07:01,15:02
02:01,03:01,39:01,51:01,06:02,12:03
02:01,24:02,07:02,13:02,06:02,07:02
01:01,24:02,18:01,57:01,06:02,12:03
11:01,68:01,13:02,18:01,06:02,12:03
02:01,11:01,08:01,44:02,05:01,07:01
01:01,02:01,07:02,08:01,07:01,07:02
01:01,02:01,07:02,44:02,05:01,07:02
02:01,26:01,07:02,08:01,07:01,15:05
02:01,03:01,07:02,44:02,05:01,07:02
01:01,01:01,08:01,18:01,07:01,07:01
32:01,32:01,27:05,40:01,03:04,03:04
02:01,11:01,unmapped,unmapped,05:01,07:02
03:01,24:02,07:02,35:01,04:01,07:02
02:01,02:01,15:01,15:01,03:03,03:04
03:01,03:01,07:02,44:03,07:02,07:02
03:01,26:01,07:02,41:02,07:02,17:01
03:01,29:02,35:01,44:02,04:01,05:01
01:01,01:01,44:03,51:01,04:01,16:01
03:01,36:01,07:02,15:01,03:04,07:02
02:01,02:01,15:01,44:02,03:03,05:01
02:02,31:01,unmapped,unmapped,04:01,07:01
02:01,25:01,39:01,40:01,03:04,12:03
01:01,11:01,08:01,14:01,07:01,08:02
24:02,32:01,unmapped,unmapped,01:02,16:01
01:01,32:01,35:01,35:01,04:01,04:01
02:01,03:01,35:01,35:03,04:01,04:01
02:05,03:01,unmapped,unmapped,07:02,16:01
02:01,24:02,18:01,51:01,07:01,12:03
01:01,24:02,08:01,15:01,unmapped,unmapped
unmapped,unmapped,07:02,18:01,unmapped,unmapped
32:01,33:03,44:02,51:01,05:01,16:01
unmapped,unmapped,35:03,44:02,unmapped,unmapped
01:01,32:01,08:01,44:02,unmapped,unmapped
unmapped,unmapped,07:02,44:03,unmapped,unmapped
02:01,29:02,08:01,44:03,05:01,16:01
01:01,68:01,08:01,35:01,01:02,04:01
01:01,32:01,15:18,52:01,07:04,12:02
01:01,02:01,08:01,08:01,07:01,07:01
01:01,69:01,55:02,58:01,01:02,07:01
02:01,03:01,07:02,44:03,02:02,07:02
02:01,24:02,35:01,53:01,04:01,04:01
01:01,03:01,07:02,57:01,06:02,07:02
01:01,01:01,51:01,57:01,06:02,06:02
02:01,02:01,15:01,57:01,03:04,06:02
01:01,02:05,08:01,50:01,06:02,07:01
01:01,03:01,08:01,35:01,04:01,07:01
01:01,02:01,08:01,40:01,03:04,07:01
03:01,68:02,07:02,14:02,07:02,08:02
24:02,24:02,07:02,08:01,07:01,07:02
01:01,03:01,08:01,44:03,02:02,07:01
11:01,68:02,07:02,08:01,07:01,07:02
11:01,32:01,40:01,44:02,05:01,05:01
11:01,23:01,44:03,49:01,04:01,07:01
02:01,03:01,07:02,37:01,06:02,07:02
02:01,02:01,44:02,51:01,05:01,15:02
02:01,24:02,18:01,55:01,03:03,12:03
01:01,68:01,27:05,40:02,02:02,02:02
03:01,23:01,07:02,44:03,04:01,07:02
32:01,32:01,27:05,44:02,02:02,05:01
01:01,68:01,40:01,57:01,03:04,06:02
02:01,03:01,07:02,07:02,07:02,07:02
02:05,29:02,08:01,44:03,07:01,16:01
03:01,32:01,35:01,44:02,04:01,05:01
23:01,24:02,39:06,44:03,04:01,07:02
02:01,03:01,15:01,27:05,01:02,03:04
01:01,11:01,27:05,57:01,02:02,06:02
01:01,02:01,08:01,44:03,05:01,07:01
01:01,01:01,08:01,44:02,05:01,07:01
02:01,02:01,40:02,45:01,03:04,16:01
03:01,25:01,07:02,44:02,05:01,07:02
11:01,32:01,08:01,15:12,04:01,07:01
02:01,32:01,44:02,44:02,05:01,05:01
26:01,68:01,38:01,38:01,12:03,12:03
11:01,26:01,38:01,44:02,05:01,12:03
01:01,03:01,07:02,08:01,07:01,07:02
02:01,02:07,18:01,51:01,07:01,15:02
01:01,02:01,55:01,57:01,03:03,06:02
01:01,02:01,37:01,44:02,05:01,06:02
03:01,29:01,35:01,51:01,02:02,04:01
02:01,24:02,35:02,44:03,04:01,16:01
02:25,25:01,07:02,18:01,07:02,12:03
01:01,02:01,15:01,57:01,03:03,06:02
02:01,24:02,15:01,15:07,03:03,03:03
01:01,24:02,08:01,27:05,02:02,07:01
02:01,03:01,07:02,18:01,07:01,07:02
02:01,02:01,18:01,44:02,05:01,05:01
02:01,03:01,35:01,44:02,04:01,05:01
02:01,03:01,07:02,18:01,05:01,07:02
03:01,29:02,07:02,44:03,07:02,16:01
11:01,24:03,18:01,44:03,12:03,16:01
01:01,02:01,40:01,58:01,03:02,03:04
02:01,02:01,07:02,15:01,03:04,07:02
03:01,29:02,27:05,44:03,01:02,16:01
29:01,68:02,14:02,44:02,08:02,16:01
02:01,02:01,07:02,40:01,03:04,07:02
02:01,24:02,07:02,15:01,03:03,07:02
03:01,11:01,07:02,55:01,03:03,07:02
01:01,23:01,08:01,49:01,07:01,07:01
03:01,68:01,14:02,51:01,08:02,15:02
01:01,33:03,08:01,58:01,03:02,07:01
02:01,24:02,15:17,35:01,04:01,07:01
02:01,31:01,51:01,57:01,06:02,16:02
02:01,29:01,44:03,56:01,01:02,16:01
01:01,25:01,18:01,51:01,01:02,12:03
02:01,24:02,18:01,51:01,02:02,07:01
02:01,02:01,07:02,15:01,01:02,07:02
03:01,03:01,07:02,44:02,03:04,07:02
02:01,29:02,44:02,51:01,01:02,05:01
11:01,33:01,07:02,14:02,07:02,08:02
01:01,11:01,08:01,08:01,07:01,07:01
01:01,02:01,37:01,51:01,01:02,06:02
02:01,11:01,08:01,40:01,03:04,07:01
01:01,24:02,15:01,35:01,01:02,04:01
01:01,24:02,07:02,57:01,06:02,07:02
01:01,03:01,07:02,08:01,07:01,07:02
02:01,33:01,07:02,44:02,05:01,07:02
01:01,02:01,14:02,18:01,05:01,08:02
01:01,02:01,35:01,44:03,04:01,04:01
24:02,unmapped,37:01,44:02,05:01,06:02
26:01,31:01,08:01,13:02,06:02,07:01
01:01,02:01,27:05,40:01,01:02,03:04
24:02,31:01,15:01,44:03,03:03,16:01
02:01,02:01,14:02,44:02,05:01,08:02
01:01,24:02,08:01,27:05,02:02,07:01
01:01,02:01,08:01,13:02,06:02,07:01
01:01,03:01,15:01,37:01,03:04,06:02
01:01,11:01,08:01,08:01,07:01,07:01
02:01,03:01,44:02,57:01,05:01,06:02
24:02,31:01,38:01,40:01,03:04,12:03
01:01,32:01,08:01,27:05,05:01,07:01
02:01,31:01,08:01,57:01,06:02,07:01
02:01,03:01,40:01,51:01,03:04,05:01
02:05,03:01,15:01,41:01,03:03,07:01
02:01,31:01,40:01,44:02,03:04,05:01
01:01,02:01,08:01,44:02,05:01,07:01
03:01,03:01,07:02,14:02,07:02,08:02
03:01,23:01,35:01,44:03,04:01,04:01
01:01,01:01,07:02,08:01,07:01,07:02
02:01,24:02,15:18,44:02,03:03,05:01
02:01,31:01,51:01,51:01,01:02,15:02
30:02,31:01,18:01,37:01,05:01,06:02
02:01,26:01,15:01,44:03,03:03,16:01
03:01,32:01,35:01,40:01,03:04,04:01
02:01,11:01,35:01,40:02,02:02,04:01
01:01,24:02,08:01,40:01,03:04,07:01
02:01,02:01,15:01,44:02,02:02,03:03
02:01,29:02,07:02,44:03,07:02,16:01
01:01,02:01,07:02,08:01,07:01,07:02
02:01,68:01,15:01,44:02,03:03,07:04
03:01,25:01,07:02,15:18,07:02,07:04
26:01,29:02,14:02,44:02,08:02,16:01
23:01,30:01,44:02,44:03,04:01,06:02
11:01,24:02,18:01,35:02,04:01,07:01
01:01,31:01,39:01,51:01,07:01,15:02
32:01,68:01,51:01,57:01,06:02,12:03
01:01,25:01,08:01,18:01,07:01,12:03
02:01,11:01,13:02,55:01,03:03,06:02
03:01,32:01,07:05,49:01,07:01,15:05
11:01,24:02,18:01,35:01,04:01,07:01
03:01,23:01,07:02,44:03,04:01,07:02
02:01,68:01,51:01,57:01,06:02,15:02
02:01,32:01,50:01,51:01,02:02,06:02
02:01,68:01,44:02,44:02,05:01,07:04
03:01,24:02,14:02,51:01,08:02,14:02
02:01,25:01,08:01,14:02,07:01,08:02
01:01,31:01,08:01,27:05,02:02,07:01
01:01,02:01,08:01,55:01,03:03,07:01
01:01,02:01,07:02,08:01,07:01,07:02
01:01,03:01,08:01,14:02,05:01,07:01
02:01,03:01,15:01,44:02,04:01,05:01
02:01,68:01,44:02,44:02,05:01,07:04
03:01,11:01,35:01,55:01,03:03,04:01
02:01,24:02,14:01,15:01,03:03,08:02
03:01,11:01,35:01,51:01,03:03,04:01
02:01,24:02,07:02,44:03,04:01,07:02
02:01,68:01,27:05,40:01,02:02,03:04
02:01,02:01,14:02,15:01,04:01,08:02
02:01,26:01,07:02,55:01,03:03,07:02
23:01,32:01,27:05,38:01,01:02,15:02
02:01,26:01,15:01,15:01,03:03,03:04
02:01,32:01,40:01,44:02,03:04,05:01
02:01,26:01,08:01,40:01,03:04,07:01
03:01,11:01,14:02,55:01,02:02,03:03
02:01,68:02,27:05,41:02,01:02,07:01
01:01,02:01,08:01,44:02,07:01,16:01
02:01,33:01,14:02,40:01,03:04,08:02
01:01,32:01,08:01,27:05,02:02,07:01
25:01,31:01,07:02,07:02,07:02,07:02
02:01,03:01,07:02,18:01,07:02,12:03
02:01,02:01,44:02,57:01,05:01,06:02
02:01,29:02,08:01,44:02,05:01,07:01
01:01,02:01,40:01,56:01,01:02,03:04
02:01,03:01,07:02,15:01,03:04,07:02
02:01,68:01,44:02,55:01,03:03,05:01
02:01,32:01,51:01,57:01,06:02,15:02
02:01,03:01,35:03,37:01,04:01,06:02
01:01,31:01,08:01,15:18,03:03,07:01
01:01,32:01,08:01,51:01,02:02,07:01
02:01,02:01,44:02,44:02,05:01,05:01
01:01,02:01,07:02,40:01,03:04,07:02
03:01,11:01,35:01,51:01,01:02,04:01
02:01,32:01,51:01,51:01,14:02,14:02
02:01,24:02,15:01,47:01,03:03,06:02
01:01,68:01,08:01,44:02,07:01,07:04
02:01,02:01,27:05,50:01,02:02,06:02
24:02,68:01,15:01,40:02,02:02,03:03
01:01,02:01,15:01,57:01,01:02,06:02
03:01,68:01,07:02,55:01,03:03,07:02
02:01,02:01,44:02,51:01,05:01,15:02
01:01,02:01,08:01,15:01,03:04,07:01
11:01,33:01,07:02,14:02,08:02,08:02
01:01,68:01,08:01,40:01,03:04,03:04
01:01,11:01,37:01,40:01,03:04,06:02
03:01,26:01,07:02,58:01,07:01,07:02
01:01,32:01,35:01,52:01,04:01,12:02
02:01,26:01,14:01,44:03,08:02,16:01
25:01,30:01,13:02,44:03,06:02,16:01
11:01,29:02,44:03,51:01,15:02,16:01
02:01,32:01,15:17,35:01,04:01,07:01
03:01,30:02,18:01,53:01,04:01,07:01
03:01,03:01,35:05,38:01,04:01,12:03
01:01,02:01,07:02,08:01,07:01,07:02
01:01,29:02,07:02,44:03,07:02,16:01
11:01,32:01,15:01,27:05,01:02,01:02
01:01,02:01,38:01,57:01,06:02,12:03
01:01,02:01,07:02,08:01,07:01,07:04
29:02,68:01,39:01,44:03,12:03,16:01
01:01,02:01,08:01,15:39,04:01,07:01
03:01,68:01,07:02,44:02,07:02,07:04
01:01,29:02,07:02,57:01,06:02,07:02
25:01,25:01,07:02,44:02,05:01,07:02
03:01,11:01,07:02,44:03,07:02,16:01
02:01,32:01,44:02,56:01,01:02,05:01
02:01,24:02,35:02,44:03,04:01,16:01
02:01,66:01,15:01,41:02,03:03,unmapped
29:02,32:01,14:02,44:03,08:02,16:01
01:01,02:01,44:02,57:01,05:01,06:02
02:01,03:01,39:01,51:01,07:02,14:02
30:01,31:01,49:01,50:01,06:02,07:01
01:01,31:01,08:01,40:01,03:04,07:01
23:01,26:01,44:03,57:01,04:01,06:02
01:01,02:01,08:01,44:02,05:01,07:01
02:01,03:01,07:02,44:02,05:01,07:02
11:01,24:02,14:01,18:01,05:01,08:02
02:01,32:01,27:05,49:01,02:02,07:01
01:01,68:01,08:01,35:03,04:01,07:01
01:01,02:01,08:01,18:01,07:01,07:01
02:01,68:02,44:02,53:01,04:01,05:01
02:01,69:01,08:01,40:01,03:04,07:01
01:01,68:01,37:01,40:01,03:04,06:02
02:01,02:01,40:02,44:02,02:02,05:01
11:01,24:02,18:01,35:02,04:01,07:01
01:01,02:01,07:02,40:01,03:04,07:02
01:03,25:01,18:01,18:01,12:03,15:02
03:01,03:01,35:01,52:01,04:01,12:02
01:01,26:01,07:02,38:01,07:02,12:03
11:01,31:01,35:01,40:01,03:04,04:01
02:01,68:01,51:01,57:01,06:02,15:02
11:01,23:01,07:02,51:01,04:01,07:02
02:01,02:01,13:02,51:01,06:02,15:02
03:01,11:01,18:01,35:03,01:02,07:01
03:01,03:01,14:02,37:01,06:02,08:02
01:01,02:01,07:02,08:01,07:01,07:02
02:01,29:02,08:01,44:02,07:01,16:01
02:01,11:01,44:02,44:03,05:01,16:01
02:01,24:03,15:17,49:01,07:01,07:01
02:01,32:01,35:01,44:02,04:01,05:01
01:01,03:01,08:01,15:01,03:03,07:01
02:01,11:01,08:01,55:01,03:03,07:01
02:01,68:01,08:01,13:02,06:02,07:02
66:01,68:01,38:01,40:01,03:04,12:03
02:01,03:01,40:01,44:02,03:04,05:01
02:01,31:01,40:01,44:02,03:04,05:01
01:01,11:01,07:02,51:01,07:02,15:02
03:01,26:01,39:01,51:01,12:03,15:02
01:01,31:01,08:04,51:01,07:01,14:02
02:01,66:01,40:02,41:02,02:02,unmapped
02:01,68:01,15:01,35:03,03:03,04:01
02:01,25:01,07:02,08:01,07:01,07:02
02:01,02:01,44:02,44:02,05:01,05:01
01:01,11:01,08:01,13:02,06:02,07:01
03:01,03:01,08:01,14:02,07:01,08:02
11:01,33:01,18:03,40:01,03:04,07:01
01:01,26:01,49:01,57:01,06:02,07:01
01:01,29:02,44:03,52:01,12:02,16:01
02:01,11:01,07:02,39:06,07:02,07:02
02:01,11:01,08:01,15:01,04:01,07:01
02:01,32:01,39:01,40:02,02:02,07:02
02:01,68:01,08:01,40:01,03:04,07:01
01:01,11:01,08:01,35:01,04:01,07:01
02:01,03:01,15:01,49:01,04:01,07:01
02:01,02:01,18:01,40:01,03:04,07:01
01:01,11:01,08:01,55:01,03:03,07:01
03:01,24:02,08:01,18:01,05:01,07:01
02:01,66:01,49:01,49:01,07:01,12:03
11:01,30:01,13:02,51:01,06:02,15:02
01:01,03:01,08:01,37:01,06:02,07:01
11:01,24:02,15:01,51:01,03:03,12:03
11:01,68:01,18:01,35:01,04:01,05:01
02:01,03:01,07:02,44:02,07:02,07:04
03:01,24:02,35:01,35:08,04:01,04:01
01:01,11:01,13:02,44:02,05:01,06:02
02:01,31:01,27:05,44:02,01:02,02:02
01:01,03:01,37:01,37:01,06:02,06:02
01:01,02:01,08:01,44:02,07:01,07:04
02:01,25:01,18:01,18:01,12:03,12:03
02:01,03:01,07:02,44:02,05:01,07:02
02:01,31:01,07:02,44:02,05:01,07:02
02:01,03:01,07:02,51:08,07:02,16:02
24:02,29:02,35:01,44:03,04:01,16:01
25:01,31:01,27:05,40:01,02:02,03:04
02:01,02:01,44:02,51:01,05:01,07:02
01:01,31:01,40:01,57:01,03:04,06:02
32:01,68:01,08:01,14:01,05:01,07:01
11:01,29:02,44:02,49:01,07:01,07:04
02:01,02:01,08:01,15:01,03:04,07:01
01:01,01:01,07:02,08:01,07:01,07:02
11:01,23:01,14:02,18:01,07:01,08:02
03:01,24:02,15:01,39:01,03:04,12:03
31:01,66:01,07:02,41:02,07:02,unmapped
02:01,30:02,18:01,27:05,01:02,05:01
26:01,26:01,07:02,39:01,02:02,12:03
24:02,24:02,44:02,44:03,05:01,16:01
02:01,03:01,07:02,51:01,07:02,15:02
01:01,24:02,08:01,15:07,03:03,07:01
02:01,03:01,07:02,07:02,07:02,07:02
03:01,30:01,07:02,50:01,06:02,07:02
03:01,30:02,07:02,18:01,05:01,07:02
03:01,25:01,07:02,44:02,05:01,07:02
02:01,24:02,44:02,44:02,01:03,05:01
03:01,03:01,07:02,44:03,04:01,07:02
03:02,11:01,35:01,52:01,04:01,12:02
11:01,25:01,18:01,35:01,04:01,12:03
01:01,02:01,08:01,08:01,07:01,07:01
02:01,03:01,07:02,44:02,05:01,07:02
03:01,31:01,07:02,40:01,03:04,07:02
11:01,24:02,40:02,55:01,02:02,03:03
02:01,29:02,40:01,44:03,02:02,03:04
03:01,03:01,07:02,44:03,07:02,16:01
02:01,02:01,44:02,44:02,05:01,05:01
03:01,31:01,07:02,38:01,07:02,12:03
01:01,24:02,08:01,15:01,03:03,07:01
01:01,11:01,08:01,13:02,06:02,07:01
02:01,32:01,07:02,44:02,05:01,07:02
02:01,03:01,07:02,15:01,03:03,07:02
01:01,33:03,37:01,58:01,03:02,06:02
01:01,11:01,08:01,55:01,03:03,07:01
03:01,30:01,15:10,27:05,01:02,03:04
31:01,34:02,08:01,14:01,07:01,08:02
33:01,68:01,14:02,15:17,07:01,08:02
01:01,03:01,35:01,51:01,01:02,16:01
02:01,29:02,40:01,44:03,03:04,16:01
01:01,02:01,44:02,44:03,05:01,16:01
03:01,24:02,14:02,15:01,03:03,08:02
02:01,24:02,14:02,44:03,07:02,08:02
03:01,29:01,07:05,18:01,07:01,15:05
02:01,24:02,39:01,52:01,12:02,12:03
25:01,26:01,18:01,35:08,04:01,12:03
01:01,30:01,08:01,13:02,06:02,07:01
03:01,03:01,07:02,18:01,06:02,07:02
02:01,03:01,35:01,44:02,04:01,05:01
02:01,11:01,07:02,56:01,01:02,07:02
02:01,30:04,15:17,27:05,02:02,07:01
02:01,31:01,40:02,44:02,02:02,05:01
02:01,03:01,07:02,27:05,02:02,07:02
01:01,25:01,08:01,08:01,07:01,07:01
02:01,30:01,13:02,57:01,06:02,06:02
01:01,01:01,07:02,08:01,07:01,07:02
11:01,29:02,35:01,44:03,04:01,16:01
01:01,01:01,08:01,35:01,04:01,07:01
24:02,30:02,07:02,49:01,07:01,07:02
01:01,01:01,44:02,51:01,05:01,07:01
03:01,24:02,27:05,38:01,02:02,12:03
02:01,02:01,15:01,51:01,03:04,14:02
02:01,32:01,15:01,44:02,03:04,05:01
02:01,02:01,13:02,44:02,05:01,06:02
02:01,02:05,44:02,50:01,05:01,06:02
01:01,02:01,27:05,44:02,01:02,05:01
02:01,02:01,07:02,14:01,07:02,08:02
02:01,02:01,27:05,44:02,02:02,05:01
01:01,02:01,07:02,08:01,07:01,07:02
02:01,32:01,44:02,44:02,05:01,12:03
01:01,32:01,07:02,38:01,07:02,12:03
02:01,32:01,14:01,44:02,05:01,08:02
02:01,33:03,14:02,45:01,08:02,16:01
03:01,24:02,39:06,44:02,05:01,07:02
02:01,33:03,14:02,45:01,08:02,16:01
31:01,31:01,15:01,58:01,03:02,03:04
02:01,02:01,44:02,57:01,05:01,06:02
03:01,03:01,07:02,35:01,04:01,07:02
03:01,11:01,18:01,56:01,01:02,07:01
01:01,24:02,35:02,37:01,04:01,06:02
01:01,03:01,07:02,35:02,04:01,07:02
01:01,31:01,08:01,40:01,03:04,07:01
01:01,25:01,07:02,18:01,07:02,12:03
02:01,11:01,07:02,35:01,04:01,07:02
34:02,68:01,14:02,40:01,03:04,08:02
02:05,31:01,15:01,27:05,01:02,02:02
02:05,24:02,13:02,15:01,06:02,07:01
02:01,33:01,07:02,40:01,03:04,07:02
01:01,02:01,07:02,14:02,06:02,07:02
02:01,03:01,44:03,57:01,06:02,16:01
11:01,32:01,07:02,27:05,02:02,07:02
01:01,01:01,08:01,08:01,07:01,07:01
02:01,24:03,13:02,51:01,06:02,15:02
03:01,23:01,35:03,38:01,04:01,12:03
01:01,11:01,07:02,08:01,07:01,07:02
23:01,25:01,44:02,57:01,02:02,06:02
02:01,02:01,18:01,44:02,04:01,05:01
01:01,01:01,08:01,57:01,06:02,07:01
02:01,24:02,15:01,57:01,03:03,06:02
02:01,02:01,44:02,44:02,05:01,05:01
01:01,26:01,13:02,55:01,03:03,07:01
03:01,68:01,57:01,58:02,06:02,06:02
32:01,66:01,40:02,41:02,02:02,unmapped
03:01,32:01,07:02,07:02,07:02,07:02
01:01,24:02,08:01,15:07,03:03,07:01
01:01,02:01,57:01,57:01,06:02,06:02
02:01,30:02,44:02,49:01,05:01,07:01
25:01,32:01,08:01,15:17,07:01,07:01
03:01,11:01,35:01,35:01,04:01,04:01
02:01,02:01,27:05,27:05,02:02,07:02
03:01,24:02,27:05,35:01,02:02,04:01
02:01,11:01,35:01,44:02,04:01,05:01
01:01,11:01,35:03,57:01,04:01,06:02
03:01,03:01,18:01,35:01,04:01,12:03
01:01,03:01,08:01,15:01,03:04,07:01
02:01,24:02,15:46,44:03,04:01,04:01
02:01,03:01,18:01,47:01,06:02,07:01
02:01,24:02,07:02,40:02,02:02,07:02
01:01,11:01,08:01,18:01,05:01,07:01
02:01,02:01,13:02,51:01,06:02,15:02
02:01,24:02,15:46,44:02,03:03,05:01
02:01,02:01,15:01,44:02,03:04,05:01
01:01,01:01,07:02,57:01,06:02,07:02
02:01,24:02,38:01,44:02,05:01,12:03
03:01,31:01,07:02,35:01,04:01,07:02
02:01,03:01,07:02,44:02,05:01,07:02
01:01,02:01,15:01,38:01,03:04,12:03
26:08,31:01,39:01,40:01,03:04,12:03
23:01,68:01,40:01,49:01,03:04,07:01
02:01,02:01,07:02,08:01,07:01,07:02
01:01,11:01,15:01,57:01,03:03,06:02
01:01,11:01,07:02,08:01,07:01,07:02
11:01,23:01,44:03,57:01,04:01,06:02
01:01,02:01,08:01,57:01,06:02,07:01
01:01,01:01,08:01,37:01,06:02,07:01
01:01,02:01,37:01,44:02,05:01,06:02
02:01,02:01,40:01,40:02,02:02,03:04
03:01,25:01,14:02,51:01,08:02,12:03
01:01,29:02,44:03,55:01,03:03,16:01
01:01,29:02,07:02,44:03,07:02,16:01
26:01,32:01,14:02,38:01,08:02,12:03
03:01,11:01,35:01,39:01,04:01,12:03
01:01,02:01,08:01,51:01,07:01,14:02
03:01,23:01,44:02,44:03,04:01,05:01
02:01,24:02,07:02,44:02,05:01,07:02
02:01,03:01,35:01,44:02,04:01,05:01
02:01,11:01,44:02,55:01,03:03,05:01
03:01,24:02,35:01,35:03,04:01,04:01
02:01,02:01,08:01,51:01,02:02,07:01
03:01,30:01,13:02,40:02,02:02,06:02
11:01,24:02,18:01,49:01,05:01,07:01
02:01,68:01,15:01,49:01,03:04,07:01
29:02,31:01,14:02,35:02,04:01,08:02
02:01,33:03,08:01,57:01,06:02,07:01
01:01,02:01,08:01,44:02,07:01,07:04
02:01,24:02,40:01,55:01,03:03,03:04
25:01,31:01,08:01,51:01,04:01,07:01
29:02,32:01,40:02,44:03,02:02,04:01
01:01,31:01,08:01,35:01,04:01,07:01
01:01,25:01,18:01,57:01,06:02,12:03
01:01,01:01,27:05,52:01,07:01,12:02
01:01,02:01,08:01,35:01,04:01,07:01
02:01,03:01,07:02,40:01,03:04,07:02
02:01,24:02,27:05,51:01,01:02,02:02
02:01,02:01,07:02,44:02,05:01,07:02
02:01,24:02,07:02,44:02,05:01,07:02
32:01,32:01,40:02,44:02,02:02,07:04
02:01,30:02,07:02,15:01,07:02,07:02
